Distrito  Município	Freguesia	Nª Hab.	Área (ha)                 
Porto    Paredes    Sobreira    4 079     2 102
Porto    Paredes    Sobrosa    2 502     487
Porto    Paredes    Vandoma    2 074     527
Porto    Paredes    Vila Cova de Carros    688    366
Porto    Paredes    Vilela    5 080     379
Porto    Penafiel    Abragão    2 527     887
Porto    Penafiel    Boelhe    1 843     483
Porto    Penafiel    Bustelo    1 676     650
Porto    Penafiel    Cabeça Santa    2 537     510
Porto    Penafiel    Canelas    1 780     1 186
Porto    Penafiel    Capela    1 129     1 446
Porto    Penafiel    Castelões    1 413     394
Porto    Penafiel    Croca    1 764     609
Porto    Penafiel    Duas Igrejas    2 495     611
Porto    Penafiel    Eja    1 198     466
Porto    Penafiel    Figueira    351    635
Porto    Penafiel    Fonte Arcada    1 591     535
Porto    Penafiel    Galegos    2 532     352
Porto    Penafiel    Guilhufe    2 621     445
Porto    Penafiel    Irivo    2 194     409
Porto    Penafiel    Lagares    2 463     1 092
Porto    Penafiel    Luzim    940    543
Porto    Penafiel    Marecos    1 062     419
Porto    Penafiel    Milhundos    1 657     448
Porto    Penafiel    Novelas    1 691     303
Porto    Penafiel    Oldrões    2 028     533
Porto    Penafiel    Paço de Sousa    3 998     835
Porto    Penafiel    Paredes    1 227     110
Porto    Penafiel    Penafiel    7 883     511
Porto    Penafiel    Perozelo    1 366     492
Porto    Penafiel    Pinheiro    2 297     447
Porto    Penafiel    Portela    1 381     475
Porto    Penafiel    Rans    1 652     511
Porto    Penafiel    Recezinhos (S. Mamede)    1 528     378
Porto    Penafiel    Recezinhos (S. Martinho)    1 873     544
Porto    Penafiel    Rio de Moinhos    2 977     756
Porto    Penafiel    Rio Mau    1 485     564
Porto    Penafiel    Sta. Marta    1 310     484
Porto    Penafiel    Santiago de Subarrifana    1 050     175
Porto    Penafiel    Sebolido    945    554
Porto    Penafiel    Urrô    1 073     219
Porto    Penafiel    Valpedre    1 501     631
Porto    Penafiel    Vila Cova    763    640
Porto    Porto    Aldoar    13 957     236
Porto    Porto    Bonfim    28 578     305
Porto    Porto    Campanhã    38 757     813
Porto    Porto    Cedofeita    24 784     266
Porto    Porto    Foz do Douro    12 235     300
Porto    Porto    Lordelo do Ouro    22 212     340
Porto    Porto    Massarelos    7 756     194
Porto    Porto    Miragaia    2 810     49
Porto    Porto    Nevogilde    5 257     200
Porto    Porto    Paranhos    48 686     667
Porto    Porto    Ramalde    37 647     568
Porto    Porto    Santo Ildefonso    10 044     128
Porto    Porto    S. Nicolau    2 937     21
Porto    Porto    Sé    4 751     48
Porto    Porto    Vitória    2 720     31
Porto    Póvoa de Varzim    A Ver-o-Mar    8 961     521
Porto    Póvoa de Varzim    Aguçadoura    4 530     347
Porto    Póvoa de Varzim    Amorim    2 856     565
Porto    Póvoa de Varzim    Argivai    2 187     232
Porto    Póvoa de Varzim    Balazar    2 475     1 157
Porto    Póvoa de Varzim    Beiriz    3 229     431
Porto    Póvoa de Varzim    Estela    2 596     1 173
Porto    Póvoa de Varzim    Laundos    2 131     969
Porto    Póvoa de Varzim    Navais    1 683     423
Porto    Póvoa de Varzim    Póvoa de Varzim    27 810     525
Porto    Póvoa de Varzim    Rates    2 539     1 388
Porto    Póvoa de Varzim    Terroso    2 472     463
Porto    Santo Tirso    Agrela    1 604     705
Porto    Santo Tirso    Água Longa    2 134     1 490
Porto    Santo Tirso    Areias    2 599     277
Porto    Santo Tirso    Aves    8 492     607
Porto    Santo Tirso    Burgães    2 244     506
Porto    Santo Tirso    Campo (S. Martinho)    3 736     344
Porto    Santo Tirso    Carreira    982    345
Porto    Santo Tirso    Couto (Sta. Cristina)    3 923     779
Porto    Santo Tirso    Couto (S. Miguel)    1 292     239
Porto    Santo Tirso    Guimarei    736    643
Porto    Santo Tirso    Lama    1 515     214
Porto    Santo Tirso    Lamelas    953    467
Porto    Santo Tirso    Monte Cordova    3 669     1 696
Porto    Santo Tirso    Negrelos (S. Mamede)    2 288     477
Porto    Santo Tirso    Negrelos (S. Tomé)    4 241     549
Porto    Santo Tirso    Palmeira    1 104     339
Porto    Santo Tirso    Rebordões    3 559     572
Porto    Santo Tirso    Refojos de Riba de Ave    1 106     554
Porto    Santo Tirso    Reguenga    1 595     393
Porto    Santo Tirso    Roriz    3 724     594
Porto    Santo Tirso    Santo Tirso    13 961     800
Porto    Santo Tirso    S. Salvador do Campo    1 134     156
Porto    Santo Tirso    Sequeiró    1 769     215
Porto    Santo Tirso    Vilarinho    4 036     570
Porto    Valongo    Alfena    13 665     1 283
Porto    Valongo    Campo    8 645     1 268
Porto    Valongo    Ermesinde    38 315     742
Porto    Valongo    Sobrado    6 682     1 940
Porto    Valongo    Valongo    18 698     2 066 
Porto    Vila do Conde    Arcos    869    539
Porto    Vila do Conde    Árvore    4 261     626
Porto    Vila do Conde    Aveleda    1 479     351
Porto    Vila do Conde    Azurara    2 102     211
Porto    Vila do Conde    Bagunte    1 662     989
Porto    Vila do Conde    Canidelo    941    375
Porto    Vila do Conde    Fajozes    1 467     713
Porto    Vila do Conde    Ferreiró    660    483
Porto    Vila do Conde    Fornelo    1 504     564
Porto    Vila do Conde    Gião    1 535     493
Porto    Vila do Conde    Guilhabreu    2 386     708
Porto    Vila do Conde    Junqueira    2 234     725
Porto    Vila do Conde    Labruge    2 472     575
Porto    Vila do Conde    Macieira da Maia    1 898     526
Porto    Vila do Conde    Malta    1 206     185
Porto    Vila do Conde    Mindelo    3 402     544
Porto    Vila do Conde    Modivas    1 899     408
Porto    Vila do Conde    Mosteiró    891    307
Porto    Vila do Conde    Outeiro Maior    378    309
Porto    Vila do Conde    Parada    365    334
Porto    Vila do Conde    Retorta    1 022     379
Porto    Vila do Conde    Rio Mau    1 907     1 042
Porto    Vila do Conde    Touges    788    358
Porto    Vila do Conde    Touguinha    1 410     306
Porto    Vila do Conde    Touguinhó    1 458     476
Porto    Vila do Conde    Vairão    1 191     433
Porto    Vila do Conde    Vila Chã    2 957     549
Porto    Vila do Conde    Vila do Conde    25 731     688
Porto    Vila do Conde    Vilar    1 737     362
Porto    Vila do Conde    Vilar de Pinheiro    2 579     373
Porto    Vila Nova de Gaia    Arcozelo    12 393     782
Porto    Vila Nova de Gaia    Avintes    11 523     938
Porto    Vila Nova de Gaia    Canelas    12 303     747
Porto    Vila Nova de Gaia    Canidelo    23 737     805
Porto    Vila Nova de Gaia    Crestuma    2 962     493
Porto    Vila Nova de Gaia    Grijó    10 267     1 146
Porto    Vila Nova de Gaia    Gulpilhares    9 707     614
Porto    Vila Nova de Gaia    Lever    3 033     688
Porto    Vila Nova de Gaia    Madalena    9 356     602
Porto    Vila Nova de Gaia    Mafamude    38 940     539
Porto    Vila Nova de Gaia    Olival    5 616     796
Porto    Vila Nova de Gaia    Oliveira do Douro    23 384     672
Porto    Vila Nova de Gaia    Pedroso    18 449     1 965
Porto    Vila Nova de Gaia    Perozinho    5 950     471
Porto    Vila Nova de Gaia    Sandim    6 326     1 597
Porto    Vila Nova de Gaia    S. Felix da Marinha    11 171     900
Porto    Vila Nova de Gaia    S. Pedro da Afurada    3 442     100
Porto    Vila Nova de Gaia    Seixezelo    1 729     161
Porto    Vila Nova de Gaia    Sermonde    1 225     141
Porto    Vila Nova de Gaia    Serzedo    7 547     762
Porto    Vila Nova de Gaia    Valadares    9 095     494
Porto    Vila Nova de Gaia    Vila Nova de Gaia (Sta Marinha)    30 758     600
Porto    Vila Nova de Gaia    Vilar de Andorinho    16 710     652
Porto    Vila Nova de Gaia    Vilar do Paraiso    13 126     417
Porto    Trofa    Alvarelhos    3 146     646
Porto    Trofa    Bougado (Santiago)    6 759     1 586
Porto    Trofa    Bougado (S. Martinho)    13 933     1 298
Porto    Trofa    Coronado (S. Mamede)    4 053     626
Porto    Trofa    Coronado (S. Romão)    4 150     351
Porto    Trofa    Covelas    1 662     1 669
Porto    Trofa    Guidões    1 906     416
Porto    Trofa    Muro    1 972     581
Santarem    Abrantes    Abrantes (S. João)    1 850     227
Santarem    Abrantes    Abrantes (S. Vicente)    10 698     3 864
Santarem    Abrantes    Aldeia do Mato    560    3 140
Santarem    Abrantes    Alferrarede    3 831     2 362
Santarem    Abrantes    Alvega    1 729     5 644
Santarem    Abrantes    Bemposta    2 252     18 773
Santarem    Abrantes    Carvalhal    1 006     1 745
Santarem    Abrantes    Concavada    734    1 989
Santarem    Abrantes    Fontes    819    2 848
Santarem    Abrantes    Martinchel    713    1 710
Santarem    Abrantes    Mouriscas    1 946     3 498
Santarem    Abrantes    Pego    2 570     3 608
Santarem    Abrantes    Rio de Moinhos    1 388     2 006
Santarem    Abrantes    Rossio ao Sul do Tejo    2 227     661
Santarem    Abrantes    S. Facundo    1 133     7 793
Santarem    Abrantes    S. Miguel do Rio Torto    3 422     5 225
Santarem    Abrantes    Souto    567    1 502
Santarem    Abrantes    Tramagal    4 043     2 406
Santarem    Abrantes    Vale das Mós    747    2 342 
Santarem    Alcanena    Alcanena    4 339     1 031
Santarem    Alcanena    Bugalhos    1 172     1 639
Santarem    Alcanena    Espinheiro    652    983
Santarem    Alcanena    Louriceira    611    1 278
Santarem    Alcanena    Malhou    840    1 218
Santarem    Alcanena    Minde    3 311     2 120
Santarem    Alcanena    Moitas Venda    1 005     670
Santarem    Alcanena    Monsanto    931    1 840
Santarem    Alcanena    Serra de Santo António    726    1 449
Santarem    Alcanena    Vila Moreira    1 013     505
Santarem    Almeirim    Almeirim    11 607     6 904
Santarem    Almeirim    Benfica do Ribatejo    3 117     2 916
Santarem    Almeirim    Fazendas de Almeirim    6 642     5 813
Santarem    Almeirim    Raposa    591    6 547 
Santarem    Alpiarça    Alpiarça    8 024     9 444 
Santarem    Benavente    Barrosa        739    731
Santarem    Benavente    Benavente    8 310     12 933
Santarem    Benavente    Samora Correia    12 826     32 241
Santarem    Benavente    Santo Estêvão    1 381     6 242 
Santarem    Cartaxo        Cartaxo        10 115     1 903
Santarem    Cartaxo        Ereira    628    627
Santarem    Cartaxo        Lapa    1 205     628
Santarem    Cartaxo        Pontével    4 399     2 939
Santarem    Cartaxo        Valada    903    4 134
Santarem    Cartaxo        Vale da Pedra    1 753     1 350
Santarem    Cartaxo        Vale da Pinta    1 438     917
Santarem    Cartaxo        Vila Chã de Ourique    2 948     3 319 
Santarem    Chamusca    Carregueira    2 295     9 881
Santarem    Chamusca    Chamusca    3 659     3 530
Santarem    Chamusca    Chouto    715    20 530
Santarem    Chamusca    Parreira    1 014     13 344
Santarem    Chamusca    Pinheiro Grande    1 051     3 216
Santarem    Chamusca    Ulme    1 502     12 185
Santarem    Chamusca    Vale de Cavalos    1 256     11 891 
Santarem    Constância    Constância    880    876
Santarem    Constância    Montalvo    1 081     1 251
Santarem    Constância    Sta Margarida da Coutada    1 854     5 877 
Santarem    Coruche    Biscainho    1 057     8 003
Santarem    Coruche    Branca    1 577     11 546
Santarem    Coruche    Coruche    9 221     24 244
Santarem    Coruche    Couço    3 180     34 630
Santarem    Coruche    Erra    1 129     6 230
Santarem    Coruche    Fajarda    1 893     5 388
Santarem    Coruche    Santana do Mato    1 258     10 227
Santarem    Coruche    S. José da Lamarosa    2 017     11 047 
Santarem    Entroncamento    Entroncamento        18 173     1 371
Santarem    Entroncamento    N. S. de Fátima    (*)     (*) 
Santarem    Ferreira do Zêzere    Águas Belas    1 140     1 856
Santarem    Ferreira do Zêzere    Areias    1 772     3 924
Santarem    Ferreira do Zêzere    Beco    1 111     1 528
Santarem    Ferreira do Zêzere    Chãos    744    2 514
Santarem    Ferreira do Zêzere    Dornes    714    1 900
Santarem    Ferreira do Zêzere    Ferreira do Zêzere    2 156     3 499
Santarem    Ferreira do Zêzere    Igreja Nova do Sobral    704    1 307
Santarem    Ferreira do Zêzere    Paio Mendes    547    913
Santarem    Ferreira do Zêzere    Pias    534    987
Santarem    Golegã    Azinhaga    1 817     3 804
Santarem    Golegã    Golegã    3 893     3 845 
Santarem    Mação    Aboboreira    620    2 786
Santarem    Mação    Amêndoa    658    3 700
Santarem    Mação    Cardigos    1 233     7 134
Santarem    Mação    Carvoeiro    794    4 979
Santarem    Mação    Envendos    1 282     9 286
Santarem    Mação    Mação    2 276     6 726
Santarem    Mação    Ortiga    627    1 595
Santarem    Mação    Penhascoso    952    3 877 
Santarem    Ourém    Alburitel    1 163     1 151
Santarem    Ourém    Atouguia    2 460     1 955
Santarem    Ourém    Casal dos Bernardos    1 041     2 397
Santarem    Ourém    Caxarias    2 234     2 025
Santarem    Ourém    Cercal    896    806
Santarem    Ourém    Espite    1 275     1 896
Santarem    Ourém    Fátima    10 302     7 129
Santarem    Ourém    Formigais    444    1 153
Santarem    Ourém    Freixianda    2 792     3 016
Santarem    Ourém    Gondemaria    1 280     779
Santarem    Ourém    Matas    1 032     1 403
Santarem    Ourém    N. S. da Piedade    6 712     2 052
Santarem    Ourém    N. S. das Misericórdias    5 207     4 235
Santarem    Ourém    Olival    2 159     2 111
Santarem    Ourém    Ribeira do Fárrio    900    2 092
Santarem    Ourém    Rio de Couros    2 136     1 808
Santarem    Ourém    Seiça    2 253     2 514
Santarem    Ourém    Urqueira    1 910     3 128 
Santarem    Rio Maior    Alcobertas    2 033     3 203
Santarem    Rio Maior    Arrouquelas    608    2 781
Santarem    Rio Maior    Arruda dos Pisões    425    970
Santarem    Rio Maior    Asseiceira    878    1 677
Santarem    Rio Maior    Assentiz    424    541
Santarem    Rio Maior    Azambujeira    528    888
Santarem    Rio Maior    Fráguas    945    1 619
Santarem    Rio Maior    Malaqueijo    464    584
Santarem    Rio Maior    Marmeleira    411    869
Santarem    Rio Maior    Outeiro da Cortiçada    829    1 453
Santarem    Rio Maior    Ribeira de S. João    582    776
Santarem    Rio Maior    Rio Maior    11 532     8 294
Santarem    Rio Maior    S. João da Ribeira    887    2 016
Santarem    Rio Maior    S. Sebastião    564    1 548 
Santarem    Salvaterra de Magos    Foros de Salvaterra    4 017     3 580
Santarem    Salvaterra de Magos    Glória do Ribatejo    3 427     5 503
Santarem    Salvaterra de Magos    Granho    864    2 816
Santarem    Salvaterra de Magos    Marinhais    5 469     3 874
Santarem    Salvaterra de Magos    Muge    1 261     5 203
Santarem    Salvaterra de Magos    Salvaterra de Magos    5 123     3 498 
Santarem    Santarem    Abitureiras    1 005     2 373
Santarem    Santarem    Abrã    1 221     2 242
Santarem    Santarem    Achete    1 895     3 163
Santarem    Santarem    Alcanede    5 048     10 618
Santarem    Santarem    Alcanhões    1 615     1 144
Santarem    Santarem    Almoster    1 827     4 084
Santarem    Santarem    Amiais de Baixo    2 079     630
Santarem    Santarem    Arneiro das Milhariças    936    1 201
Santarem    Santarem    Azoia de Baixo    278    445
Santarem    Santarem    Azoia de Cima    537    844
Santarem    Santarem    Casével    1 034     3 324
Santarem    Santarem    Gançaria    556    474
Santarem    Santarem    Moçarria    1 212     1 211
Santarem    Santarem    Pernes    1 689     1 406
Santarem    Santarem    Pombalinho    530    768
Santarem    Santarem    Póvoa da Isenta    1 162     1 390
Santarem    Santarem    Póvoa de Santarém    641    809
Santarem    Santarem    Romeira    775    1 111
Santarem    Santarem    Santarém (Marvila)    9 584     1 423
Santarem    Santarem    Santarém (S. Nicolau)    9 036     1 484
Santarem    Santarem    Santarém (S. Salvador)    9 211     1 186
Santarem    Santarem    S. Vicente do Paúl    2 085     5 033
